compression_ratio_step,epoch,step,train_loss_step,train_mae_step,train_mse_step,train_reconstruction_loss_step
32.0,0,9,6.5751519203186035,1.0026079416275024,3.287576198577881,6.5751519203186035
32.0,0,19,6.386987686157227,0.9867267608642578,3.1934938430786133,6.386987686157227
